YEAR,MONTH,METFIPS,wfh_pct
2024,2,31080,0.4962634251644614
2024,2,35620,0.5392231087218073
2024,2,37980,0.5223717384032228
2024,2,41860,0.6345586709694276
2024,2,41940,0.6463816234625832
2024,2,47900,0.5638270772284559
2024,3,12420,0.7212852067856572
2024,3,16980,0.55131275436162
2024,3,19100,0.4862004811079331
2024,3,26420,0.43987117716234553
2024,3,31080,0.5298936514843622
2024,3,35620,0.4878114278503441
2024,3,37980,0.5960942272960817
2024,3,41860,0.6626468442513481
2024,3,41940,0.7091842819567995
2024,3,47900,0.5527886622226057
2024,4,12420,0.6299246582909441
2024,4,16980,0.549795827808421
2024,4,19100,0.5272127203122501
2024,4,26420,0.4286745655148778
2024,4,31080,0.5132734308814995
2024,4,35620,0.4553550459087335
2024,4,37980,0.5492949083637056
